probeID	symbol	description	accession	ensg	unigene
18165	AGA	Aspartylglucosaminidase	NM_000027	ENSG00000038002	Hs.207776
18166	AGL	"Amylo-1, 6-glucosidase, 4-alpha-glucanotransferase"	NM_000028		Hs.904
18167		Transcribed locus	AI014692		Hs.634789
18168	AGT	"Angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"	NM_000029	ENSG00000135744	Hs.19383
18169	HOXC13	Homeobox C13	NM_017410	ENSG00000123364	Hs.118608
18170	CEP72	Centrosomal protein 72kDa	NM_018140	ENSG00000112877	Hs.591741
18171	SMN2	"Survival of motor neuron 2, centromeric"	NM_017411	ENSG00000205571|ENSG00000172062	Hs.202179
18172	AP1M1	"Adaptor-related protein complex 1, mu 1 subunit"	AI208601	ENSG00000072958	Hs.71040
18173	FZD3	Frizzled homolog 3 (Drosophila)	NM_017412	ENSG00000104290	Hs.40735
18174	MRPS10	Mitochondrial ribosomal protein S10	NM_018141	ENSG00000048544	Hs.380887
18175	APLN	Apelin	NM_017413	NA	Hs.303084
18176	INTS10	Integrator complex subunit 10	NM_018142	ENSG00000104613|ENSG00000104613	Hs.512627
18177	USP18	Ubiquitin specific peptidase 18	NM_017414	ENSG00000184979	Hs.38260
18178	KLHL11	Kelch-like 11 (Drosophila)	NM_018143	ENSG00000178502	Hs.592134
18179	KLHL3	Kelch-like 3 (Drosophila)	NM_017415	ENSG00000146021	Hs.655084
18180	SEC61A2	Sec61 alpha 2 subunit (S. cerevisiae)	NM_018144	ENSG00000065665|ENSG00000065665	Hs.112955
18181	FAM82A2	"Family with sequence similarity 82, member A2"	NM_018145	ENSG00000137824	Hs.511067
18182	RNMTL1	RNA methyltransferase like 1	NM_018146	ENSG00000171861	Hs.182729
18183	GALNT8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)	NM_017417	ENSG00000130035	Hs.511985
18184	Dec-01	Deleted in esophageal cancer 1	NM_017418	ENSG00000173077	Hs.148841
18185	CAMTA1	Calmodulin binding transcription activator 1	AB020640		Hs.397705
18186	FAIM	Fas apoptotic inhibitory molecule	NM_018147	ENSG00000158234	Hs.173438
18187	LINS1	Lines homolog 1 (Drosophila)	NM_018148		Hs.105633
18188	C17orf71	Chromosome 17 open reading frame 71	NM_018149	ENSG00000167447	Hs.7296
18189	GLCE	Glucuronic acid epimerase	AB020643	ENSG00000138604	Hs.183006
18190	ACSL6	Acyl-CoA synthetase long-chain family member 6	AB020644	ENSG00000164398	Hs.14945
18191	HAUS5	"HAUS augmin-like complex, subunit 5"	AB020648	ENSG00000089336	Hs.7426
18192	PLEKHM2	"Pleckstrin homology domain containing, family M (with RUN domain) member 2"	AB020649	ENSG00000116786	Hs.646775
18193		Transcribed locus	AI094357		Hs.134801
18194	AGXT	Alanine-glyoxylate aminotransferase	NM_000030	ENSG00000172482	Hs.144567
18195	TEKT5	Tektin 5	AI024399	ENSG00000153060	Hs.143519
18196	LIX1L	Lix1 homolog (mouse)-like	AA744924	ENSG00000152022	Hs.632435
18197		"Transcribed locus, strongly similar to XP_001144209.1 PREDICTED: similar to putative copper uptake protein [Pan troglodytes]"	AI800670	NA	Hs.659260
18198	ALAD	"Aminolevulinate, delta-, dehydratase"	NM_000031		Hs.1227
18199	ALAS2	"Aminolevulinate, delta-, synthase 2"	NM_000032	ENSG00000158578	Hs.522666
18200	ABCD1	"ATP-binding cassette, sub-family D (ALD), member 1"	NM_000033	ENSG00000101986	Hs.159546
18201	SLTM	"SAFB-like, transcription modulator"	AW188258	ENSG00000137776|ENSG00000137776	Hs.512932
18202	COX19	COX19 cytochrome c oxidase assembly homolog (S. cerevisiae)	AA830784	ENSG00000189201|ENSG00000189201	Hs.121593
18203		Transcribed locus	AA446357		Hs.707640
18204	ALDOA	"Aldolase A, fructose-bisphosphate"	NM_000034	ENSG00000149925	Hs.513490
18205	CEP120	Centrosomal protein 120kDa	AW237459		Hs.483209
18206	ALDOB	"Aldolase B, fructose-bisphosphate"	NM_000035	ENSG00000136872	Hs.530274
18207	AMPD1	Adenosine monophosphate deaminase 1 (isoform M)	NM_000036	ENSG00000116748	Hs.89570
18208	ANK1	"Ankyrin 1, erythrocytic"	NM_000037		Hs.654438
18209	APC	Adenomatous polyposis coli	NM_000038	ENSG00000134982|ENSG00000134982	Hs.158932
18210	APOA1	Apolipoprotein A-I	NM_000039	ENSG00000118137|ENSG00000215756	Hs.633003
18211	SIX4	SIX homeobox 4	NM_017420		Hs.97849
18212	RNF220	Ring finger protein 220	NM_018150	ENSG00000187147	Hs.456557
18213	COQ3	"Coenzyme Q3 homolog, methyltransferase (S. cerevisiae)"	NM_017421	ENSG00000132423	Hs.713623
18214	CALML5	Calmodulin-like 5	NM_017422	ENSG00000178372	Hs.180142
18215			NM_018152		Data not found
18216	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	NM_017423	ENSG00000109586	Hs.548088
18217	CECR1	"Cat eye syndrome chromosome region, candidate 1"	NM_017424	ENSG00000093072	Hs.170310
18218	ANTXR1	Anthrax toxin receptor 1	NM_018153		Hs.165859
18219	SPA17	Sperm autoantigenic protein 17	NM_017425	ENSG00000064199	Hs.286233
18220	ASF1B	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)	NM_018154	ENSG00000105011	Hs.26516
18221	NUP54	Nucleoporin 54kDa	NM_017426	ENSG00000138750	Hs.430435
18222	SLC25A36	"Solute carrier family 25, member 36"	NM_018155	ENSG00000114120|ENSG00000114120|ENSG00000114120	Hs.144130
18223	VPS13D	Vacuolar protein sorting 13 homolog D (S. cerevisiae)	NM_018156		Hs.439381
18224	RIC8B	Resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	NM_018157	ENSG00000111785|ENSG00000111785	Hs.131306
18225	SLC4A1AP	"Solute carrier family 4 (anion exchanger), member 1, adaptor protein"	NM_018158	ENSG00000163798	Hs.306000
18226	BCMO1	"Beta-carotene 15,15'-monooxygenase 1"	NM_017429	ENSG00000135697	Hs.212172
18227	NUDT11	Nudix (nucleoside diphosphate linked moiety X)-type motif 11	NM_018159	ENSG00000196368	Hs.200016
18228	TTBK2	Tau tubulin kinase 2	AB020654	ENSG00000128881	Hs.659846
18229		Transcribed locus	AA731513		Hs.660868
18230	C9orf116	Chromosome 9 open reading frame 116	AI766110	ENSG00000160345	Hs.414028
18231	MRS2	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)	AW268859	ENSG00000124532|ENSG00000124532|ENSG00000124532|ENSG00000124532	Hs.719256
18232		Transcribed locus	AI093697		Hs.135131
18233		"CDNA FLJ14025 fis, clone HEMBA1003667"	AI821755	NA	Hs.665295
18234	USP51	Ubiquitin specific peptidase 51	AI078586	ENSG00000185295	Hs.134289
18235	APOC3	Apolipoprotein C-III	NM_000040	ENSG00000110245|ENSG00000215755	Hs.73849
18236	APOE	Apolipoprotein E	NM_000041	ENSG00000130203	Hs.654439
18237	APOH	Apolipoprotein H (beta-2-glycoprotein I)	NM_000042	ENSG00000091583	Hs.445358
18238	FAS	"Fas (TNF receptor superfamily, member 6)"	NM_000043	ENSG00000026103	Hs.244139
18239	CAB39L	Calcium binding protein 39-like	AI346282		Hs.87159
18240	DUSP18	Dual specificity phosphatase 18	AW205336		Hs.517544
18241	AR	Androgen receptor	NM_000044	ENSG00000169083	Hs.496240
18242	ARG1	"Arginase, liver"	NM_000045	ENSG00000118520	Hs.440934
18243	ARSB	Arylsulfatase B	NM_000046	ENSG00000113273	Hs.149103
18244	ARSE	Arylsulfatase E (chondrodysplasia punctata 1)	NM_000047	ENSG00000157399	Hs.386975
18245	ASL	Argininosuccinate lyase	NM_000048	ENSG00000169910	Hs.632015
18246	ASPA	Aspartoacylase (Canavan disease)	NM_000049	ENSG00000108381	Hs.171142
18247	PRKAG3	"Protein kinase, AMP-activated, gamma 3 non-catalytic subunit"	NM_017431	ENSG00000115592	Hs.591634
18248	NADSYN1	NAD synthetase 1	NM_018161	ENSG00000172890	Hs.556986
18249	PTOV1	Prostate tumor overexpressed 1	NM_017432	ENSG00000104960	Hs.587979
18250			NM_018162		Data not found
18251	MYO3A	Myosin IIIA	NM_017433	ENSG00000095777	Hs.662630
18252	TRAF3IP3	TRAF3 interacting protein 3	AL049667	ENSG00000009790|ENSG00000009790	Hs.147434
18253	DNAJC17	"DnaJ (Hsp40) homolog, subfamily C, member 17"	NM_018163	ENSG00000104129	Hs.511069
18254	DUOX1	Dual oxidase 1	NM_017434	ENSG00000137857	Hs.272813
18255	SLCO1C1	"Solute carrier organic anion transporter family, member 1C1"	NM_017435	ENSG00000139155	Hs.47261
18256	A4GALT	"Alpha 1,4-galactosyltransferase"	NM_017436	ENSG00000128274	Hs.105956
18257	METTL13	Methyltransferase like 13	AL049669		Hs.494705
18258	PBRM1	Polybromo 1	NM_018165	ENSG00000163939|ENSG00000163939|ENSG00000163939|ENSG00000163939|ENSG00000163939	Hs.189920
18259	FAM176B	"Family with sequence similarity 176, member B"	NM_018166	ENSG00000142694	Hs.87016
18260	SETD4	SET domain containing 4	NM_017438	ENSG00000185917	Hs.606200
18261	ZC3H13	Zinc finger CCCH-type containing 13	AB020660	ENSG00000123200|ENSG00000123200	Hs.136102
18262	BTBD7	BTB (POZ) domain containing 7	NM_018167	ENSG00000011114	Hs.525549
18263	C14orf105	Chromosome 14 open reading frame 105	NM_018168	ENSG00000100557	Hs.659706
18264	C12orf35	Chromosome 12 open reading frame 35	NM_018169		Hs.445129
18265	DMXL2	Dmx-like 2	AB020663	ENSG00000104093	Hs.511386
18266		Transcribed locus	T79613		Hs.573319
18267		Transcribed locus	AI206262		Hs.649325
18268			T81422		Data not found
18269	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	AB020668	ENSG00000053524	Hs.208267
18270	ZRANB1	"Zinc finger, RAN-binding domain containing 1"	AJ252060	ENSG00000019995	Hs.595158
18271		"CDNA FLJ30257 fis, clone BRACE2002467"	H20824	NA	Hs.657992
18272	LOC729296	Similar to hCG2017976	AW082248	NA	Hs.534781
18273		Transcribed locus	AI291939		Hs.150022
18274		Transcribed locus	AI198264		Hs.667333
18275		Transcribed locus	AI309016		Hs.600542
18276	ASS1	Argininosuccinate synthetase 1	NM_000050	ENSG00000130707	Hs.160786
18277	ATM	Ataxia telangiectasia mutated	NM_000051	ENSG00000149311	Hs.367437
18278	ATP7A	"ATPase, Cu++ transporting, alpha polypeptide"	NM_000052	ENSG00000165240	Hs.496414
18279	ATP7B	"ATPase, Cu++ transporting, beta polypeptide"	NM_000053	ENSG00000123191	Hs.492280
18280	HGSNAT	Heparan-alpha-glucosaminide N-acetyltransferase	AI949431	ENSG00000165102	Hs.600384
18281	C1orf122	Chromosome 1 open reading frame 122	AI743206	NA	Hs.532749
18282			NM_000054		Data not found
18283	BCHE	Butyrylcholinesterase	NM_000055	ENSG00000114200	Hs.420483
18284	TNKS1BP1	"Tankyrase 1 binding protein 1, 182kDa"	AW001579	ENSG00000149115	Hs.530730
18285	BCKDHB	"Branched chain keto acid dehydrogenase E1, beta polypeptide"	NM_000056	ENSG00000083123	Hs.654441
18286	C8orf37	Chromosome 8 open reading frame 37	N92755	ENSG00000156172	Hs.548157
18287	BLM	"Bloom syndrome, RecQ helicase-like"	NM_000057	ENSG00000197299	Hs.716515
18288	TIPRL	"TIP41, TOR signaling pathway regulator-like (S. cerevisiae)"	AL049670		Hs.209431
18289	BRCA2	"Breast cancer 2, early onset"	NM_000059	ENSG00000139618	Hs.34012
18290	MFSD8	Major facilitator superfamily domain containing 8	AA749081	ENSG00000164073|ENSG00000164073	Hs.480701
18291	PRAMEF2	PRAME family member 2	AL049674	ENSG00000120952	Hs.104991
18292	RPRD1A	Regulation of nuclear pre-mRNA domain containing 1A	NM_018170		Hs.464912
18293	APPL2	"Adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"	NM_018171	ENSG00000136044	Hs.506603
18294	POLE3	"Polymerase (DNA directed), epsilon 3 (p17 subunit)"	NM_017443	ENSG00000148229	Hs.108112
18295	FAM86C	"Family with sequence similarity 86, member C"	NM_018172	ENSG00000158483	Hs.567527
18296	PLEKHG6	"Pleckstrin homology domain containing, family G (with RhoGef domain) member 6"	NM_018173	ENSG00000008323	Hs.631660
18297	CHRAC1	Chromatin accessibility complex 1	NM_017444	ENSG00000104472	Hs.279704
18298	MAP1S	Microtubule-associated protein 1S	NM_018174	ENSG00000130479	Hs.66048
18299			NM_018175		Data not found
18300	MRPL39	Mitochondrial ribosomal protein L39	NM_017446	ENSG00000154719	Hs.420696
18301	C21orf91	Chromosome 21 open reading frame 91	NM_017447	ENSG00000154642|ENSG00000154642|ENSG00000154642	Hs.293811
18302	LGI2	"Leucine-rich repeat LGI family, member 2"	NM_018176	ENSG00000153012	Hs.12488
18303	GOLPH3L	Golgi phosphoprotein 3-like	NM_018178	ENSG00000143457	Hs.646007
18304	MPRIP	Myosin phosphatase Rho interacting protein	AB020671		Hs.462341
18305	ATF7IP	Activating transcription factor 7 interacting protein	NM_018179	ENSG00000171681|ENSG00000171681	Hs.714407
18306	MYO16	Myosin XVI	AB020672	ENSG00000041515	Hs.656587
18307	MYH11	"Myosin, heavy chain 11, smooth muscle"	AB020673	ENSG00000133392	Hs.460109
18308		Transcribed locus	AI003653		Hs.687173
18309	WWC1	WW and C2 domain containing 1	AB020676	ENSG00000113645	Hs.484047
18310	DENND3	DENN/MADD domain containing 3	AB020677	ENSG00000105339	Hs.18166
18311			AI161338		Data not found
18312		Transcribed locus	AA456110		Hs.662710
18313	LOC100128496	Similar to chromosome 20 open reading frame 78	AW118618	ENSG00000149443	Hs.664484
18314		Transcribed locus	AI038834		Hs.602894
18315			AI333415		Data not found
18316	TAF7L	"TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa"	AA401392	ENSG00000102387	Hs.223806
18317	BTD	Biotinidase	NM_000060	ENSG00000169814	Hs.517830
18318	BTK	Bruton agammaglobulinemia tyrosine kinase	NM_000061	ENSG00000010671	Hs.159494
18319	SERPING1	"Serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"	NM_000062	ENSG00000149131	Hs.384598
18320	SNX22	Sorting nexin 22	AW149670	ENSG00000157734|ENSG00000157734	Hs.708268
18321	C2	Complement component 2	NM_000063	ENSG00000166278|ENSG00000204364|ENSG00000206372	Hs.408903
18322	KBTBD6	Kelch repeat and BTB (POZ) domain containing 6	AW026560	ENSG00000165572	Hs.534040
18323	XRRA1	X-ray radiation resistance associated 1	AI057634	ENSG00000166435	Hs.718505
18324	C3	Complement component 3	NM_000064	ENSG00000125730	Hs.529053
18325	C6	Complement component 6	NM_000065	ENSG00000039537	Hs.481992
18326	C8B	"Complement component 8, beta polypeptide"	NM_000066	ENSG00000021852	Hs.391835
18327	CA2	Carbonic anhydrase II	NM_000067	ENSG00000104267	Hs.155097
18328	CACNA1S	"Calcium channel, voltage-dependent, L type, alpha 1S subunit"	NM_000069	ENSG00000081248	Hs.1294
18329	BAIAP2	BAI1-associated protein 2	NM_017450		Hs.128316
18330	DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	NM_018180	ENSG00000089876	Hs.370292
18331	BAIAP2	BAI1-associated protein 2	NM_017451		Hs.128316
18332	ZNF532	Zinc finger protein 532	NM_018181	ENSG00000074657	Hs.529023
18333	RAP2C	"RAP2C, member of RAS oncogene family"	AL049685	ENSG00000123728|ENSG00000123728	Hs.119889
18334	FOLR1	Folate receptor 1 (adult)	NM_016724		Hs.73769
18335	STAU1	"Staufen, RNA binding protein, homolog 1 (Drosophila)"	NM_017453	ENSG00000124214|ENSG00000124214|ENSG00000124214	Hs.596704
18336	C17orf63	Chromosome 17 open reading frame 63	NM_018182	ENSG00000173065|ENSG00000173065	Hs.564533
18337	C1orf114	Chromosome 1 open reading frame 114	AL049687		Hs.567557
18338	STAU1	"Staufen, RNA binding protein, homolog 1 (Drosophila)"	NM_017454		Hs.596704
18339	SBNO1	Strawberry notch homolog 1 (Drosophila)	NM_018183	ENSG00000139697	Hs.577403
18340	PPP1R15B	"Protein phosphatase 1, regulatory (inhibitor) subunit 15B"	AI720898		Hs.304376
18341	CAMK1G	Calcium/calmodulin-dependent protein kinase IG	AL049688	ENSG00000008118	Hs.199068
18342	NPTN	Neuroplastin	NM_017455		Hs.187866
18343	PPIA	Peptidylprolyl isomerase A (cyclophilin A)	Y00052		Hs.356331
18344	ARL8B	ADP-ribosylation factor-like 8B	NM_018184	ENSG00000134108	Hs.719100
18345			NM_018185		Data not found
18346	CYTH1	Cytohesin 1	NM_017456	ENSG00000108669|ENSG00000108669	Hs.191215
18347	TNN	Tenascin N	AL049689	ENSG00000120332	Hs.156369
18348			M30773		Data not found
18349	CYTH2	Cytohesin 2	NM_017457		Hs.144011
18350	C1orf112	Chromosome 1 open reading frame 112	NM_018186	ENSG00000000460	Hs.443551
18351	PKLR	"Pyruvate kinase, liver and RBC"	M15465		Hs.95990
18352			NM_018187		Data not found
18353	MVP	Major vault protein	NM_017458		Hs.632177
18354	ANKRD12	Ankyrin repeat domain 12	AB020681	ENSG00000101745|ENSG00000101745	Hs.464585
18355	ATAD3A	"ATPase family, AAA domain containing 3A"	NM_018188	ENSG00000197785	Hs.655253
18356	MFAP2	Microfibrillar-associated protein 2	NM_017459	ENSG00000117122	Hs.389137
18357	DPPA4	Developmental pluripotency associated 4	NM_018189	ENSG00000121570	Hs.317659
18358	FBXO21	F-box protein 21	AB020682	ENSG00000135108|ENSG00000135108	Hs.719089
18359	DPY19L1	Dpy-19-like 1 (C. elegans)	AB020684	ENSG00000173852	Hs.408623
18360		Transcribed locus	AI742522		Hs.668483
18361	LOC283624	Hypothetical protein LOC283624	AA984647	NA	Hs.525210
18362	LRP6	Low density lipoprotein receptor-related protein 6	AI768638	ENSG00000070018|ENSG00000070018	Hs.584775
18363	TBC1D9	"TBC1 domain family, member 9 (with GRAM domain)"	AB020689	ENSG00000109436	Hs.480819
18364	USP40	Ubiquitin specific peptidase 40	AI023835		Hs.96513
18365		"CDNA FLJ12909 fis, clone NT2RP2004400"	AI301438	NA	Hs.152460
18366	CAPN3	"Calpain 3, (p94)"	NM_000070		Hs.143261
18367	CBS	Cystathionine-beta-synthase	NM_000071	ENSG00000160200	Hs.533013
18368			AA808154		Data not found
18369		Full length insert cDNA YN56H04	AA844509	NA	Hs.657983
18370	CD36	CD36 molecule (thrombospondin receptor)	NM_000072	ENSG00000135218|ENSG00000135218	Hs.120949
18371	CD3G	"CD3g molecule, gamma (CD3-TCR complex)"	NM_000073	ENSG00000160654	Hs.2259
18372	CD40LG	CD40 ligand	NM_000074	ENSG00000102245	Hs.592244
18373	TMEM199	Transmembrane protein 199	AI741328	ENSG00000160629	Hs.709610
18374	TEX14	Testis expressed 14	AI066732	ENSG00000121101	Hs.390221
18375	CDK4	Cyclin-dependent kinase 4	NM_000075	ENSG00000135446	Hs.95577
18376	CDKN1C	"Cyclin-dependent kinase inhibitor 1C (p57, Kip2)"	NM_000076	ENSG00000129757	Hs.106070
18377	CDKN2A	"Cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)"	NM_000077	ENSG00000147889	Hs.512599
18378	CETP	"Cholesteryl ester transfer protein, plasma"	NM_000078	ENSG00000087237	Hs.89538
18379	CHRNA1	"Cholinergic receptor, nicotinic, alpha 1 (muscle)"	NM_000079	ENSG00000138435	Hs.434479
18380	RALY	"RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))"	NM_016732	ENSG00000125970|ENSG00000125970	Hs.136947
18381	BBS7	Bardet-Biedl syndrome 7	NM_018190		Hs.591694
18382	RCBTB1	Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	NM_018191		Hs.508021
18383	LIMK2	LIM domain kinase 2	NM_016733	ENSG00000182541|ENSG00000182541	Hs.474596
18384	LEPREL1	Leprecan-like 1	NM_018192	ENSG00000090530	Hs.374191
18385	PAX5	Paired box 5	NM_016734	ENSG00000196092	Hs.654464
18386			NM_016735		Data not found
18387	HHAT	Hedgehog acyltransferase	NM_018194	ENSG00000054392	Hs.58650
18388	C11orf57	Chromosome 11 open reading frame 57	NM_018195	ENSG00000150776	Hs.195060
18389	TMLHE	"Trimethyllysine hydroxylase, epsilon"	NM_018196	ENSG00000185973	Hs.133321
18390	PNMA2	Paraneoplastic antigen MA2	AB020690	ENSG00000171362	Hs.591838
18391	ZFP64	Zinc finger protein 64 homolog (mouse)	NM_018197		Hs.473082
18392	DNAJC11	"DnaJ (Hsp40) homolog, subfamily C, member 11"	NM_018198	ENSG00000007923	Hs.462640
18393			AI217789		Data not found
18394		Transcribed locus	AI079134		Hs.672642
18395	GARNL1	GTPase activating Rap/RanGAP domain-like 1	AB020691	ENSG00000174373|ENSG00000174373	Hs.113150
18396	EXD2	Exonuclease 3'-5' domain containing 2	NM_018199	ENSG00000081177	Hs.649365
18397		Transcribed locus	Z98490		Hs.20685
18398	FAF2	Fas associated factor family member 2	AB020694	ENSG00000113194	Hs.484242
18399	FAM169A	"Family with sequence similarity 169, member A"	AB020695	ENSG00000198780|ENSG00000198780	Hs.91662
18400	PPP1R3B	"Protein phosphatase 1, regulatory (inhibitor) subunit 3B"	AI677737	ENSG00000173281	Hs.458513
18401	USP19	Ubiquitin specific peptidase 19	AB020698	ENSG00000172046	Hs.255596
18402	KIF9	Kinesin family member 9	AA779866		Hs.373947
18403	ZNF562	Zinc finger protein 562	AA476780		Hs.371107
18404	LOC152217	Hypothetical LOC152217	AA130954	NA	Hs.118820
18405	KIAA0892	KIAA0892	AB020699	ENSG00000129933	Hs.654939
18406	CHRNE	"Cholinergic receptor, nicotinic, epsilon"	NM_000080	ENSG00000108556	Hs.654535
18407	CCDC80	Coiled-coil domain containing 80	AW024492	ENSG00000091986	Hs.477128
18408	LYST	Lysosomal trafficking regulator	NM_000081	ENSG00000143669|ENSG00000143669|ENSG00000143669	Hs.532411
18409	ERCC8	"Excision repair cross-complementing rodent repair deficiency, complementation group 8"	NM_000082	ENSG00000049167	Hs.435237
18410	GRIA3	"Glutamate receptor, ionotrophic, AMPA 3"	AW294729		Hs.377070
18411	CHD7	Chromodomain helicase DNA binding protein 7	AI761385		Hs.20395
18412	CLCN1	"Chloride channel 1, skeletal muscle"	NM_000083	ENSG00000188037	Hs.121483
18413	CLCN5	Chloride channel 5	NM_000084	ENSG00000171365|ENSG00000171365	Hs.166486
18414	CLCNKB	Chloride channel Kb	NM_000085	ENSG00000184908|ENSG00000184908	Hs.352243
